mode,year,month,start_station_id,start_station_name,station_lat,station_lng,exposure_trips,crash_count,risk_rate_per_100k_trips,risk_rate_ci_low,risk_rate_ci_high,risk_proxy_available,credibility_flag,exposure_pct,risk_pct,axa_priority_score,prevention_hotspot,product_hotspot,acquisition_hotspot,exposure_index_pct,eb_risk_rate_per_100k_trips,risk_index_pct,expected_incidents_proxy,scoring_strategy
jc,2025,7,JC115,Grove St PATH,40.71941,-74.04309,9577,0,0.0,0.0,38.51811062038149,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,5,JC115,Grove St PATH,40.71939721282094,-74.04309957097124,9527,0,0.0,0.0,38.720262980097985,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,10,JC115,Grove St PATH,40.71941,-74.04309,9467,0,0.0,0.0,38.96566445668042,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,5,3186,Grove St PATH,40.71958611647166,-74.04311746358871,9398,0,0.0,0.0,39.25174988416615,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,5,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,9240,0,0.0,0.0,39.92293781508588,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,6,JC115,Grove St PATH,40.71941,-74.04309,8777,0,0.0,0.0,42.02893305359389,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,11,3186,Grove St PATH,40.71958611647166,-74.04311746358871,8639,0,0.0,0.0,42.700306217316076,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,4,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,8544,0,0.0,0.0,43.175087243842874,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,9,JC115,Grove St PATH,40.71938210233732,-74.04311282719071,8535,0,0.0,0.0,43.22061457661318,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,4,3186,Grove St PATH,40.71958611647166,-74.04311746358871,8305,0,0.0,0.0,44.41757319824124,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,3,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,8071,0,0.0,0.0,45.705358123081844,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,4,JC115,Grove St PATH,40.71939166696688,-74.04310405989696,7638,0,0.0,0.0,48.29640552649824,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,11,JC115,Grove St PATH,40.719367419199465,-74.04311828077611,7490,0,0.0,0.0,49.250727024218094,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,11,JC115,Grove St PATH,40.71941,-74.04309,7047,0,0.0,0.0,52.34680650083632,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,3,JC115,Grove St PATH,40.71938758002043,-74.04311536319287,6739,0,0.0,0.0,54.73927072434983,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,1,3186,Grove St PATH,40.71958611647166,-74.04311746358871,6648,0,0.0,0.0,55.48855977909049,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,3,3186,Grove St PATH,40.71958611647166,-74.04311746358871,6599,0,0.0,0.0,55.90058272638181,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,12,HB102,Hoboken Terminal - River St & Hudson Pl,40.73610832427135,-74.02914191944951,6284,0,0.0,0.0,58.70272842320075,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,1,JC115,Grove St PATH,40.719391683354985,-74.04310800115312,6113,0,0.0,0.0,60.34482993806535,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,8,3199,Newport Pkwy,40.7287448,-74.0321082,6100,0,0.0,0.0,60.47343367399894,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,1,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,6074,0,0.0,0.0,60.73229262617608,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2023,2,JC115,Grove St PATH,40.7193933499684,-74.04310546990855,5981,0,0.0,0.0,61.67663357488606,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,9,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5721,0,0.0,0.0,64.47962688540352,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,1,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5647,0,0.0,0.0,65.32458746438702,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,2,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5437,0,0.0,0.0,67.84770009405803,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,7,3199,Newport Pkwy,40.7287448,-74.0321082,5373,0,0.0,0.0,68.65586179255416,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,12,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5289,0,0.0,0.0,69.74625551359303,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2019,2,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5221,0,0.0,0.0,70.6546534019141,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,6,3199,Newport Pkwy,40.7287448,-74.0321082,5221,0,0.0,0.0,70.6546534019141,False,credible,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,12,JC115,Grove St PATH,40.71941,-74.04309,4814,0,0.0,0.0,76.6281565042363,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,2,JC115,Grove St PATH,40.71941,-74.04309,4797,0,0.0,0.0,76.89971761755129,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,5,3192,Liberty Light Rail,40.7112423,-74.0557013,4795,0,0.0,0.0,76.93179257797571,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,10,3186,Grove St PATH,40.71958611647166,-74.04311746358871,4498,0,0.0,0.0,82.01154855744632,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,11,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3289,0,0.0,0.0,112.15808616947204,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,3,3186,Grove St PATH,40.71958611647166,-74.04311746358871,2978,0,0.0,0.0,123.87103606829871,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,12,3186,Grove St PATH,40.71958611647166,-74.04311746358871,1709,0,0.0,0.0,215.85017285628643,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2020,4,3199,Newport Pkwy,40.7287448,-74.0321082,1345,0,0.0,0.0,274.26613041739296,False,insufficient_data,1.0,0.0,1.0,True,True,True,100.0,,,,exposure_only_no_risk_signal
jc,2025,12,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,3724,0,0.0,0.0,99.056913375777,False,insufficient_data,0.9907407407407408,0.0,0.9907407407407408,True,True,True,99.07407407407408,,,,exposure_only_no_risk_signal
jc,2025,9,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,8235,0,0.0,0.0,44.79513605481403,False,credible,0.9893617021276596,0.0,0.9893617021276596,True,True,True,98.93617021276596,,,,exposure_only_no_risk_signal
jc,2025,10,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,7265,0,0.0,0.0,50.77604203873276,False,credible,0.9893617021276596,0.0,0.9893617021276596,True,True,True,98.93617021276596,,,,exposure_only_no_risk_signal
jc,2025,11,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,5777,0,0.0,0.0,63.854586361674485,False,credible,0.9893617021276596,0.0,0.9893617021276596,True,True,True,98.93617021276596,,,,exposure_only_no_risk_signal
jc,2025,8,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,6401,0,0.0,0.0,57.629736824151465,False,credible,0.9886363636363636,0.0,0.9886363636363636,True,True,True,98.86363636363636,,,,exposure_only_no_risk_signal
jc,2023,9,HB102,Hoboken Terminal - River St & Hudson Pl,40.73606695225828,-74.02917355322195,7890,0,0.0,0.0,46.75385873401693,False,credible,0.9882352941176471,0.0,0.9882352941176471,True,True,True,98.82352941176471,,,,exposure_only_no_risk_signal
jc,2025,6,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,6280,0,0.0,0.0,58.740118696081765,False,credible,0.9882352941176471,0.0,0.9882352941176471,True,True,True,98.82352941176471,,,,exposure_only_no_risk_signal
jc,2025,1,JC115,Grove St PATH,40.71941,-74.04309,5437,0,0.0,0.0,67.84770009405803,False,credible,0.9882352941176471,0.0,0.9882352941176471,True,True,True,98.82352941176471,,,,exposure_only_no_risk_signal
jc,2025,5,JC115,Grove St PATH,40.71941,-74.04309,8111,0,0.0,0.0,45.4799587487848,False,credible,0.9880952380952381,0.0,0.9880952380952381,True,True,True,98.80952380952381,,,,exposure_only_no_risk_signal
jc,2025,7,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,6075,0,0.0,0.0,60.72229554097012,False,credible,0.9880952380952381,0.0,0.9880952380952381,True,True,True,98.80952380952381,,,,exposure_only_no_risk_signal
jc,2023,10,HB102,Hoboken Terminal - River St & Hudson Pl,40.736086805277466,-74.02918135093597,8901,0,0.0,0.0,41.44342718923644,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2023,8,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360833841714,-74.02916164607339,7935,0,0.0,0.0,46.48871397749131,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2025,4,JC115,Grove St PATH,40.71941,-74.04309,7414,0,0.0,0.0,49.75559015529991,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2023,11,HB102,Hoboken Terminal - River St & Hudson Pl,40.73609408767084,-74.02914480354414,7317,0,0.0,0.0,50.415190024790704,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2025,3,JC115,Grove St PATH,40.71941,-74.04309,6847,0,0.0,0.0,53.87585006738624,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2023,12,JC115,Grove St PATH,40.71937808834487,-74.04313598882354,5406,0,0.0,0.0,68.23676385708352,False,credible,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2025,2,JC066,Newport PATH,40.7272235,-74.0337589,3416,0,0.0,0.0,107.98827441785524,False,insufficient_data,0.9879518072289156,0.0,0.9879518072289156,True,True,True,98.79518072289156,,,,exposure_only_no_risk_signal
jc,2023,7,HB102,Hoboken Terminal - River St & Hudson Pl,40.73606384400837,-74.02917120553994,8595,0,0.0,0.0,42.91889998969093,False,credible,0.9878048780487805,0.0,0.9878048780487805,True,True,True,98.78048780487805,,,,exposure_only_no_risk_signal
jc,2023,5,HB102,Hoboken Terminal - River St & Hudson Pl,40.736078198790295,-74.0291254645379,8183,0,0.0,0.0,45.07979291352726,False,credible,0.9878048780487805,0.0,0.9878048780487805,True,True,True,98.78048780487805,,,,exposure_only_no_risk_signal
jc,2023,6,HB102,Hoboken Terminal - River St & Hudson Pl,40.73606067244855,-74.02915654695252,7785,0,0.0,0.0,47.38445027763565,False,credible,0.9878048780487805,0.0,0.9878048780487805,True,True,True,98.78048780487805,,,,exposure_only_no_risk_signal
jc,2023,4,HB102,Hoboken Terminal - River St & Hudson Pl,40.73607891197225,-74.0291261417714,7006,0,0.0,0.0,52.65314664735848,False,credible,0.9878048780487805,0.0,0.9878048780487805,True,True,True,98.78048780487805,,,,exposure_only_no_risk_signal
jc,2023,3,HB102,Hoboken Terminal - River St & Hudson Pl,40.736084990526784,-74.02912492507429,6169,0,0.0,0.0,59.79704091609556,False,credible,0.9878048780487805,0.0,0.9878048780487805,True,True,True,98.78048780487805,,,,exposure_only_no_risk_signal
jc,2023,1,HB102,Hoboken Terminal - River St & Hudson Pl,40.73608294046487,-74.02912541138993,5612,0,0.0,0.0,65.73199312391189,False,credible,0.9876543209876543,0.0,0.9876543209876543,True,True,True,98.76543209876543,,,,exposure_only_no_risk_signal
jc,2023,2,HB102,Hoboken Terminal - River St & Hudson Pl,40.736084038554125,-74.02913026872746,5324,0,0.0,0.0,69.2877433154383,False,credible,0.9876543209876543,0.0,0.9876543209876543,True,True,True,98.76543209876543,,,,exposure_only_no_risk_signal
jc,2025,12,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,3122,0,0.0,0.0,118.15757380249632,False,insufficient_data,0.9814814814814815,0.0,0.9814814814814815,True,True,True,98.14814814814815,,,,exposure_only_no_risk_signal
jc,2019,9,3203,Hamilton Park,40.727595966,-74.044247311,5966,0,0.0,0.0,61.831703890612395,False,credible,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2019,8,3203,Hamilton Park,40.727595966,-74.044247311,5555,0,0.0,0.0,66.40647082113296,False,credible,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,9,3199,Newport Pkwy,40.7287448,-74.0321082,5158,0,0.0,0.0,71.51763191380255,False,credible,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2019,7,3203,Hamilton Park,40.727595966,-74.044247311,5122,0,0.0,0.0,72.02029391085388,False,credible,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2019,10,3203,Hamilton Park,40.727595966,-74.044247311,5073,0,0.0,0.0,72.71593641068274,False,credible,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,7,3192,Liberty Light Rail,40.7112423,-74.0557013,4668,0,0.0,0.0,79.02483834862757,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2019,5,3203,Hamilton Park,40.727595966,-74.044247311,4397,0,0.0,0.0,83.89537080086275,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2019,11,3203,Hamilton Park,40.727595966,-74.044247311,3696,0,0.0,0.0,99.8073445377147,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,10,3199,Newport Pkwy,40.7287448,-74.03210820000001,3666,0,0.0,0.0,100.62409858466816,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,1,3195,Sip Ave,40.73089709786179,-74.06391263008118,2803,0,0.0,0.0,131.60468976503515,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,2,3195,Sip Ave,40.73089709786179,-74.06391263008118,2743,0,0.0,0.0,134.48339242121529,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,11,3199,Newport Pkwy,40.7287448,-74.0321082,2484,0,0.0,0.0,148.5056140947639,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,3,3203,Hamilton Park,40.727595966,-74.04424731099999,1781,0,0.0,0.0,207.12405694070384,False,insufficient_data,0.9795918367346939,0.0,0.9795918367346939,True,True,True,97.95918367346938,,,,exposure_only_no_risk_signal
jc,2020,8,3186,Grove St PATH,40.71958611647166,-74.04311746358871,5416,0,0.0,0.0,68.11077278644638,False,credible,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2020,6,3192,Liberty Light Rail,40.7112423,-74.0557013,5210,0,0.0,0.0,70.80382829393349,False,credible,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,6,3203,Hamilton Park,40.727595966,-74.044247311,4653,0,0.0,0.0,79.27959282428402,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,4,3183,Exchange Place,40.71624690000001,-74.0334588,3577,0,0.0,0.0,103.12774543231578,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2020,5,3199,Newport Pkwy,40.7287448,-74.0321082,3471,0,0.0,0.0,106.27713783099784,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,12,3195,Sip Ave,40.73089709786179,-74.06391263008118,2368,0,0.0,0.0,155.78038235278444,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,3,3203,Hamilton Park,40.727595966,-74.044247311,2353,0,0.0,0.0,156.77345746340566,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,1,3195,Sip Ave,40.73074262530658,-74.06378388404846,2176,0,0.0,0.0,169.52571020744188,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2019,2,3195,Sip Ave,40.73074262530658,-74.06378388404846,2102,0,0.0,0.0,175.4937894440502,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2020,12,3199,Newport Pkwy,40.7287448,-74.0321082,1464,0,0.0,0.0,251.97264030832892,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2020,4,3195,Sip Ave,40.73089709786179,-74.06391263008118,1004,0,0.0,0.0,367.4182723221051,False,insufficient_data,0.9791666666666665,0.0,0.9791666666666665,True,True,True,97.91666666666666,,,,exposure_only_no_risk_signal
jc,2025,9,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,6140,0,0.0,0.0,60.079469936709046,False,credible,0.9787234042553191,0.0,0.9787234042553191,True,True,True,97.87234042553192,,,,exposure_only_no_risk_signal
jc,2025,10,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,5895,0,0.0,0.0,62.5764114353509,False,credible,0.9787234042553191,0.0,0.9787234042553191,True,True,True,97.87234042553192,,,,exposure_only_no_risk_signal
jc,2025,11,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,4293,0,0.0,0.0,85.92777670891999,False,insufficient_data,0.9787234042553191,0.0,0.9787234042553191,True,True,True,97.87234042553192,,,,exposure_only_no_risk_signal
jc,2025,8,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,5588,0,0.0,0.0,66.01430662337035,False,credible,0.9772727272727273,0.0,0.9772727272727273,True,True,True,97.72727272727273,,,,exposure_only_no_risk_signal
jc,2025,6,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,6056,0,0.0,0.0,60.91280472447053,False,credible,0.9764705882352941,0.0,0.9764705882352941,True,True,True,97.6470588235294,,,,exposure_only_no_risk_signal
jc,2023,9,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700575299455,-74.02781640641226,5674,0,0.0,0.0,65.01373729492308,False,credible,0.9764705882352941,0.0,0.9764705882352941,True,True,True,97.6470588235294,,,,exposure_only_no_risk_signal
jc,2025,1,JC109,Bergen Ave & Sip Ave,40.73100888698729,-74.06443700194359,2566,0,0.0,0.0,143.75991637232795,False,insufficient_data,0.9764705882352941,0.0,0.9764705882352941,True,True,True,97.6470588235294,,,,exposure_only_no_risk_signal
jc,2025,7,HB106,River St & Newark St,40.73672227316332,-74.02900660353771,6028,0,0.0,0.0,61.195744096117046,False,credible,0.9761904761904762,0.0,0.9761904761904762,True,True,True,97.61904761904762,,,,exposure_only_no_risk_signal
jc,2025,5,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758446329,-74.03030455112457,4580,0,0.0,0.0,80.54321952213833,False,insufficient_data,0.9761904761904762,0.0,0.9761904761904762,True,True,True,97.61904761904762,,,,exposure_only_no_risk_signal
jc,2023,8,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.737000703475545,-74.02781328069334,7721,0,0.0,0.0,47.777223858488995,False,credible,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2023,10,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.735923674633625,-74.03035907371256,5346,0,0.0,0.0,69.00260856928423,False,credible,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2023,11,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73594247361873,-74.03032167153235,4227,0,0.0,0.0,87.26944533035096,False,insufficient_data,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2025,4,HB105,City Hall - Washington St & 1 St,40.73736,-74.03097,4126,0,0.0,0.0,89.40570659510266,False,insufficient_data,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2025,3,HB105,City Hall - Washington St & 1 St,40.73736,-74.03097,3553,0,0.0,0.0,103.8243584045577,False,insufficient_data,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2023,12,HB101,Hoboken Terminal - Hudson St & Hudson Pl,40.73595035024172,-74.03032471873202,3473,0,0.0,0.0,106.21593590883775,False,insufficient_data,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2025,2,HB102,Hoboken Terminal - River St & Hudson Pl,40.7360676564825,-74.02912706136703,2596,0,0.0,0.0,142.09859222318704,False,insufficient_data,0.9759036144578314,0.0,0.9759036144578314,True,True,True,97.59036144578313,,,,exposure_only_no_risk_signal
jc,2023,7,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700285117071,-74.02779696850664,7836,0,0.0,0.0,47.0760522474979,False,credible,0.975609756097561,0.0,0.975609756097561,True,True,True,97.5609756097561,,,,exposure_only_no_risk_signal
jc,2023,6,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.73699868763075,-74.02779772295703,6950,0,0.0,0.0,53.0774022174667,False,credible,0.975609756097561,0.0,0.975609756097561,True,True,True,97.5609756097561,,,,exposure_only_no_risk_signal
jc,2023,5,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.7369957288428,-74.02777717099444,6812,0,0.0,0.0,54.15266374213058,False,credible,0.975609756097561,0.0,0.975609756097561,True,True,True,97.5609756097561,,,,exposure_only_no_risk_signal
jc,2023,4,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.737001117789134,-74.02777371434965,5971,0,0.0,0.0,61.779927216780024,False,credible,0.975609756097561,0.0,0.975609756097561,True,True,True,97.5609756097561,,,,exposure_only_no_risk_signal
jc,2023,3,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.737005781351805,-74.02776965259532,4272,0,0.0,0.0,86.35017448768575,False,insufficient_data,0.975609756097561,0.0,0.975609756097561,True,True,True,97.5609756097561,,,,exposure_only_no_risk_signal
jc,2023,1,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,40.73700606599511,-74.02777276737602,3548,0,0.0,0.0,103.97067232564643,False,insufficient_data,0.9753086419753086,0.0,0.9753086419753086,True,True,True,97.53086419753086,,,,exposure_only_no_risk_signal
