mode,start_station_id,start_station_name,year,trips,start_trips,end_trips,touchpoints,station_lat,station_lng,crashes_within_500m,crashes_within_500m_per_100k_trips,risk_proxy_available,data_quality
jc,3207,Oakland Ave,2019,8027,4739,3288,8027,40.7376037,-74.0524783,0,0.0,0,yearly
jc,3207,Oakland Ave,2020,3879,2285,1594,3879,40.7376037,-74.0524783,0,0.0,0,yearly
jc,3209,Brunswick St,2019,16261,8505,7756,16261,40.7241765,-74.0506564,0,0.0,0,yearly
jc,3209,Brunswick St,2020,10396,5256,5140,10396,40.7241765,-74.0506564,0,0.0,0,yearly
jc,3210,Pershing Field,2019,9222,4808,4414,9222,40.742677141,-74.051788633,0,0.0,0,yearly
jc,3210,Pershing Field,2020,6394,3271,3123,6394,40.742677141,-74.051788633,0,0.0,0,yearly
jc,3211,Newark Ave,2019,21735,10604,11131,21735,40.72152515,-74.046304543,0,0.0,0,yearly
jc,3211,Newark Ave,2020,15401,7555,7846,15401,40.72152515,-74.046304543,0,0.0,0,yearly
jc,3212,Christ Hospital,2019,4103,2432,1671,4103,40.734785818,-74.050443636,0,0.0,0,yearly
jc,3212,Christ Hospital,2020,2875,1574,1301,2875,40.734785818,-74.050443636,0,0.0,0,yearly
jc,3213,Van Vorst Park,2019,16075,8682,7393,16075,40.71848892,-74.047726625,0,0.0,0,yearly
jc,3213,Van Vorst Park,2020,13998,6977,7021,13998,40.71848892,-74.047726625,0,0.0,0,yearly
jc,3214,Essex Light Rail,2019,12754,6244,6510,12754,40.7127742,-74.0364857,0,0.0,0,yearly
jc,3214,Essex Light Rail,2020,8588,4211,4377,8588,40.7127742,-74.0364857,0,0.0,0,yearly
jc,3220,5 Corners Library,2019,4713,2580,2133,4713,40.73496102000952,-74.0595030784607,0,0.0,0,yearly
jc,3220,5 Corners Library,2020,3102,1670,1432,3102,40.73496102000952,-74.0595030784607,0,0.0,0,yearly
jc,3225,Baldwin at Montgomery,2019,7700,4026,3674,7700,40.7236589,-74.0641943,0,0.0,0,yearly
jc,3225,Baldwin at Montgomery,2020,9119,4672,4447,9119,40.7236589,-74.0641943,0,0.0,0,yearly
jc,3267,Morris Canal,2019,18584,10062,8522,18584,40.7124188237569,-74.03852552175522,0,0.0,0,yearly
jc,3267,Morris Canal,2020,17649,8820,8829,17649,40.7124188237569,-74.03852552175522,0,0.0,0,yearly
jc,3268,Lafayette Park,2019,5925,2989,2936,5925,40.71346382669195,-74.06285852193832,0,0.0,0,yearly
jc,3268,Lafayette Park,2020,7127,3449,3678,7127,40.71346382669195,-74.06285852193832,0,0.0,0,yearly
jc,3269,Brunswick & 6th,2019,18022,9678,8344,18022,40.72601172964625,-74.05038893222809,0,0.0,0,yearly
jc,3269,Brunswick & 6th,2020,10250,5287,4963,10250,40.72601172964625,-74.05038893222809,0,0.0,0,yearly
jc,3270,Jersey & 6th St,2019,15826,9005,6821,15826,40.72528910781132,-74.04557168483734,0,0.0,0,yearly
jc,3270,Jersey & 6th St,2020,10169,5188,4981,10169,40.72528910781132,-74.04557168483734,0,0.0,0,yearly
jc,3272,Jersey & 3rd,2019,17497,9084,8413,17497,40.72333158646436,-74.04595255851744,0,0.0,0,yearly
jc,3272,Jersey & 3rd,2020,11789,5872,5917,11789,40.72333158646436,-74.04595255851744,0,0.0,0,yearly
jc,3273,Manila & 1st,2019,15043,7376,7667,15043,40.72165072487999,-74.04288411140442,0,0.0,0,yearly
jc,3273,Manila & 1st,2020,10581,5159,5422,10581,40.72165072487999,-74.04288411140442,0,0.0,0,yearly
jc,3275,Columbus Drive,2019,17336,8585,8751,17336,40.71835519823214,-74.03891444206238,0,0.0,0,yearly
jc,3275,Columbus Drive,2020,14134,7010,7124,14134,40.71835519823214,-74.03891444206238,0,0.0,0,yearly
jc,3276,Marin Light Rail,2019,28352,14195,14157,28352,40.71458403535893,-74.04281705617905,0,0.0,0,yearly
jc,3276,Marin Light Rail,2020,26034,13057,12977,26034,40.71458403535893,-74.04281705617905,0,0.0,0,yearly
jc,3277,Communipaw & Berry Lane,2019,3758,1874,1884,3758,40.71435836870427,-74.06661093235016,0,0.0,0,yearly
jc,3277,Communipaw & Berry Lane,2020,4496,2165,2331,4496,40.71435836870427,-74.06661093235016,0,0.0,0,yearly
jc,3278,Monmouth and 6th,2019,15586,8175,7411,15586,40.72568548362901,-74.04879033565521,0,0.0,0,yearly
jc,3278,Monmouth and 6th,2020,8662,4390,4272,8662,40.72568548362901,-74.04879033565521,0,0.0,0,yearly
jc,3279,Dixon Mills,2019,12616,6667,5949,12616,40.721630142638354,-74.04996782541275,0,0.0,0,yearly
jc,3279,Dixon Mills,2020,8948,4522,4426,8948,40.721630142638354,-74.04996782541275,0,0.0,0,yearly
jc,3280,Astor Place,2019,7649,3792,3857,7649,40.71928220070702,-74.07126188278198,0,0.0,0,yearly
jc,3280,Astor Place,2020,6860,3418,3442,6860,40.71928220070702,-74.07126188278198,0,0.0,0,yearly
jc,3281,Leonard Gordon Park,2019,4329,2270,2059,4329,40.74590996631558,-74.0572714805603,0,0.0,0,yearly
jc,3281,Leonard Gordon Park,2020,2081,1092,989,2081,40.74590996631558,-74.0572714805603,0,0.0,0,yearly
jc,3426,JCBS Depot,2019,166,43,123,166,40.70965083364061,-74.06860113143921,0,0.0,0,yearly
jc,3426,JCBS Depot,2020,32,1,31,32,40.709650833640616,-74.06860113143921,0,0.0,0,yearly
jc,3481,York St,2019,7083,3555,3528,7083,40.71649,-74.04105,0,0.0,0,yearly
jc,3481,York St,2020,6527,3197,3330,6527,40.71649,-74.04105,0,0.0,0,yearly
jc,3483,Montgomery St,2019,8645,4363,4282,8645,40.71942,-74.05099,0,0.0,0,yearly
jc,3483,Montgomery St,2020,7640,3794,3846,7640,40.71942,-74.05099,0,0.0,0,yearly
jc,3638,Washington St,2019,19837,9823,10014,19837,40.7242941,-74.0354826,0,0.0,0,yearly
jc,3638,Washington St,2020,17076,8448,8628,17076,40.7242941,-74.0354826,0,0.0,0,yearly
jc,3639,Harborside,2019,35791,17875,17916,35791,40.7192517,-74.034234,0,0.0,0,yearly
jc,3639,Harborside,2020,24506,12273,12233,24506,40.7192517,-74.034234,0,0.0,0,yearly
jc,3640,Journal Square,2019,14452,7681,6771,14452,40.73367,-74.0625,0,0.0,0,yearly
jc,3640,Journal Square,2020,5344,2887,2457,5344,40.73367,-74.0625,0,0.0,0,yearly
jc,3677,Glenwood Ave,2019,3917,2238,1679,3917,40.72755146730012,-74.07106071710587,0,0.0,0,yearly
jc,3677,Glenwood Ave,2020,3616,1885,1731,3616,40.72755146730012,-74.07106071710587,0,0.0,0,yearly
jc,3678,Fairmount Ave,2019,6094,3443,2651,6094,40.72572613742557,-74.07195925712585,0,0.0,0,yearly
jc,3678,Fairmount Ave,2020,5866,3205,2661,5866,40.72572613742557,-74.07195925712585,0,0.0,0,yearly
jc,3679,Bergen Ave,2019,6268,3240,3028,6268,40.722103786686034,-74.07145500183105,0,0.0,0,yearly
jc,3679,Bergen Ave,2020,6665,3448,3217,6665,40.722103786686034,-74.07145500183105,0,0.0,0,yearly
jc,3681,Grand St,2019,12367,6241,6126,12367,40.71517767732029,-74.03768330812454,0,0.0,0,yearly
jc,3681,Grand St,2020,10031,4939,5092,10031,40.71517767732029,-74.03768330812454,0,0.0,0,yearly
jc,3791,Hoboken Ave at Monmouth St,2019,3296,1561,1735,3296,40.73520838045357,-74.04696375131607,0,0.0,0,yearly
jc,3791,Hoboken Ave at Monmouth St,2020,7833,3868,3965,7833,40.73520838045357,-74.04696375131607,0,0.0,0,yearly
jc,3792,Columbus Dr at Exchange Pl,2019,20464,9025,11439,20464,40.71687,-74.03281,0,0.0,0,yearly
jc,3792,Columbus Dr at Exchange Pl,2020,24524,12100,12424,24524,40.71687,-74.03281,0,0.0,0,yearly
jc,HB101,Hoboken Terminal - Hudson St & Hudson Pl,2023,54495,27185,27310,54495,40.73593352148999,-74.0303279029177,0,0.0,0,yearly
jc,HB101,Hoboken Terminal - Hudson St & Hudson Pl,2025,52510,25872,26638,52510,40.73593758446329,-74.03030455112457,0,0.0,0,yearly
jc,HB102,Hoboken Terminal - River St & Hudson Pl,2023,87001,43549,43452,87001,40.73608109586788,-74.02914693643487,0,0.0,0,yearly
jc,HB102,Hoboken Terminal - River St & Hudson Pl,2025,34829,16756,18073,34829,40.7360676564825,-74.02912706136703,0,0.0,0,yearly
jc,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,2023,62554,31174,31380,62554,40.73700506536053,-74.02778694973608,0,0.0,0,yearly
jc,HB103,South Waterfront Walkway - Sinatra Dr & 1 St,2025,33530,17010,16520,33530,40.73698221818716,-74.02778059244156,0,0.0,0,yearly
jc,HB105,City Hall - Washington St & 1 St,2023,48636,24190,24446,48636,40.73732742949844,-74.0310013207717,0,0.0,0,yearly
jc,HB105,City Hall - Washington St & 1 St,2025,36775,18295,18480,36775,40.73736,-74.03097,0,0.0,0,yearly
jc,HB106,River St & Newark St,2025,43486,21373,22113,43486,40.73672227316332,-74.02900660353771,0,0.0,0,yearly
jc,HB201,12 St & Sinatra Dr N,2023,37730,18505,19225,37730,40.75058521009136,-74.02407965535862,0,0.0,0,yearly
jc,HB201,12 St & Sinatra Dr N,2025,28769,14358,14411,28769,40.75060414236896,-74.02402013540268,0,0.0,0,yearly
jc,HB202,14 St Ferry - 14 St & Shipyard Ln,2023,31441,15597,15844,31441,40.75288023436076,-74.02433631134953,0,0.0,0,yearly
jc,HB202,14 St Ferry - 14 St & Shipyard Ln,2025,36714,18378,18336,36714,40.75296063046496,-74.02435272932053,0,0.0,0,yearly
jc,HB203,Bloomfield St & 15 St,2023,24669,12293,12376,24669,40.75446543763159,-74.02659625115282,0,0.0,0,yearly
jc,HB203,Bloomfield St & 15 St,2025,22061,11037,11024,22061,40.75453,-74.02658,0,0.0,0,yearly
jc,HB301,4 St & Grand St,2023,22252,11204,11048,22252,40.74224973841096,-74.03509522761374,0,0.0,0,yearly
jc,HB301,4 St & Grand St,2025,24295,12126,12169,24295,40.7422579775645,-74.03511106967926,0,0.0,0,yearly
jc,HB302,6 St & Grand St,2023,18891,9527,9364,18891,40.74436535741851,-74.03448627512559,0,0.0,0,yearly
jc,HB302,6 St & Grand St,2025,16898,8476,8422,16898,40.7443978330956,-74.03450086712837,0,0.0,0,yearly
jc,HB303,Clinton St & 7 St,2023,30633,15260,15373,30633,40.74539745192329,-74.03334473594343,0,0.0,0,yearly
jc,HB303,Clinton St & 7 St,2025,29005,14406,14599,29005,40.74542,-74.03332,0,0.0,0,yearly
jc,HB304,7 St & Monroe St,2023,25096,12445,12651,25096,40.74639459878815,-74.03801419559036,0,0.0,0,yearly
jc,HB304,7 St & Monroe St,2025,25398,12753,12645,25398,40.74641264837719,-74.03797701001167,0,0.0,0,yearly
jc,HB305,9 St HBLR - Jackson St & 8 St,2023,27314,13542,13772,27314,40.7479091301922,-74.03841187958331,0,0.0,0,yearly
jc,HB305,9 St HBLR - Jackson St & 8 St,2025,29632,14734,14898,29632,40.74790720968899,-74.03841152787209,0,0.0,0,yearly
jc,HB401,Southwest Park - Jackson St & Observer Hwy,2023,25472,12638,12834,25472,40.73756054204342,-74.04165460322956,0,0.0,0,yearly
jc,HB401,Southwest Park - Jackson St & Observer Hwy,2025,24347,12131,12216,24347,40.73755127245804,-74.04166370630264,0,0.0,0,yearly
jc,HB402,Madison St & 1 St,2023,28545,14394,14151,28545,40.738774964862934,-74.0392730619014,0,0.0,0,yearly
jc,HB402,Madison St & 1 St,2025,30361,15299,15062,30361,40.73879,-74.0393,0,0.0,0,yearly
jc,HB404,Mama Johnson Field - 4 St & Jackson St,2023,14526,7237,7289,14526,40.74313380763373,-74.04004933510815,0,0.0,0,yearly
jc,HB404,Mama Johnson Field - 4 St & Jackson St,2025,17572,8838,8734,17572,40.74313993965626,-74.04004096984863,0,0.0,0,yearly
jc,HB407,Adams St & 2 St,2023,23805,11873,11932,23805,40.73979205685263,-74.03689485546366,0,0.0,0,yearly
jc,HB407,Adams St & 2 St,2025,21267,10615,10652,21267,40.73981372311843,-74.03690412640572,0,0.0,0,yearly
jc,HB408,Marshall St & 2 St,2023,24532,12230,12302,24532,40.74075887648779,-74.04254048502467,0,0.0,0,yearly
jc,HB408,Marshall St & 2 St,2025,26247,13125,13122,26247,40.740802,-74.042521,0,0.0,0,yearly
jc,HB409,Clinton St & Newark St,2023,24742,12328,12414,24742,40.73743888619308,-74.03570083474173,0,0.0,0,yearly
jc,HB409,Clinton St & Newark St,2025,23360,11651,11709,23360,40.73743,-74.03571,0,0.0,0,yearly
jc,HB501,Columbus Park - Clinton St & 9 St,2023,32071,15960,16111,32071,40.74815355821861,-74.0324635992982,0,0.0,0,yearly
jc,HB501,Columbus Park - Clinton St & 9 St,2025,36277,18157,18120,36277,40.74816121065146,-74.0324530005455,0,0.0,0,yearly
jc,HB502,11 St & Washington St,2023,37318,18733,18585,37318,40.74996485074434,-74.02720364027216,0,0.0,0,yearly
jc,HB502,11 St & Washington St,2025,38927,19428,19499,38927,40.74998490907138,-74.02715027332306,0,0.0,0,yearly
jc,HB503,Madison St & 10 St,2023,21925,10693,11232,21925,40.74994685720803,-74.03587302326022,0,0.0,0,yearly
jc,HB503,Madison St & 10 St,2025,505,259,246,505,40.74994325412246,-74.03586477041245,0,0.0,0,yearly
jc,HB505,Willow Ave & 12 St,2023,22086,10986,11100,22086,40.75185043424788,-74.03038539598569,0,0.0,0,yearly
jc,HB505,Willow Ave & 12 St,2025,26167,13044,13123,26167,40.7518674823282,-74.03037697076797,0,0.0,0,yearly
jc,HB506,Grand St & 14 St,2023,25795,12765,13030,25795,40.754035725447736,-74.03160516043198,0,0.0,0,yearly
jc,HB506,Grand St & 14 St,2025,15530,7722,7808,15530,40.75409,-74.0316,0,0.0,0,yearly
jc,HB507,Adams St & 11 St,2023,9141,4492,4649,9141,40.75083718737861,-74.03356860915594,0,0.0,0,yearly
jc,HB508,Monroe St & 11 St,2025,15595,7768,7827,15595,40.7501091128573,-74.036636745998,0,0.0,0,yearly
jc,HB601,Church Sq Park - 5 St & Park Ave,2023,23757,11955,11802,23757,40.742648387632734,-74.03225800027806,0,0.0,0,yearly
jc,HB601,Church Sq Park - 5 St & Park Ave,2025,29552,14814,14738,29552,40.74265933273143,-74.03223305940628,0,0.0,0,yearly
jc,HB602,Stevens - River Ter & 6 St,2023,22782,11531,11251,22782,40.74312688390397,-74.02700666995986,0,0.0,0,yearly
jc,HB602,Stevens - River Ter & 6 St,2025,24734,12432,12302,24734,40.74313282710551,-74.02698867022991,0,0.0,0,yearly
jc,HB603,8 St & Washington St,2023,35133,17703,17430,35133,40.74596046845023,-74.02819245201832,0,0.0,0,yearly
jc,HB603,8 St & Washington St,2025,35883,17965,17918,35883,40.74598388291562,-74.02819901704788,0,0.0,0,yearly
jc,HB607,Hudson St & 4 St,2023,24640,12342,12298,24640,40.74094492298108,-74.02861747616673,0,0.0,0,yearly
jc,HB608,2 St & Park Ave,2023,17236,8669,8567,17236,40.739145907443714,-74.03308083807559,0,0.0,0,yearly
jc,HB608,2 St & Park Ave,2025,20237,10105,10132,20237,40.73915272763701,-74.0330819785595,0,0.0,0,yearly
jc,HB609,River St & 1 St,2023,10767,5359,5408,10767,40.737206153655094,-74.02887320460852,0,0.0,0,yearly
jc,HB609,River St & 1 St,2025,37630,19115,18515,37630,40.73721535335381,-74.02886540972803,0,0.0,0,yearly
jc,HB610,Adams St & 12 St,2023,2660,1298,1362,2660,40.75184377323267,-74.03330297743544,0,0.0,0,yearly
jc,HB610,Adams St & 12 St,2025,15442,7689,7753,15442,40.751889392240685,-74.03329162748534,0,0.0,0,yearly
jc,HB611,4 St & River St,2023,7860,3961,3899,7860,40.74081373879691,-74.02743614051272,0,0.0,0,yearly
jc,HB611,4 St & River St,2025,29365,14644,14721,29365,40.7408139,-74.0274062,0,0.0,0,yearly
jc,HB612,Newark St & Washington St,2025,20681,10507,10174,20681,40.73681,-74.0309,0,0.0,0,yearly
jc,JC002,Paulus Hook,2023,19595,9691,9904,19595,40.714157868967085,-74.03355581417651,0,0.0,0,yearly
jc,JC002,Paulus Hook,2025,16998,8484,8514,16998,40.7141454,-74.0335519,0,0.0,0,yearly
jc,JC003,City Hall,2023,32954,16711,16243,32954,40.71773418992843,-74.04384948781448,0,0.0,0,yearly
jc,JC003,City Hall,2025,24999,12544,12455,24999,40.7177325,-74.043845,0,0.0,0,yearly
jc,JC006,Warren St,2023,28485,14119,14366,28485,40.72113168958533,-74.03804406263912,0,0.0,0,yearly
jc,JC006,Warren St,2025,28715,14267,14448,28715,40.7211236,-74.03805095,0,0.0,0,yearly
jc,JC008,Newport Pkwy,2023,41417,20655,20762,41417,40.728748190580355,-74.0321081451858,0,0.0,0,yearly
jc,JC008,Newport Pkwy,2025,37370,18668,18702,37370,40.7287448,-74.0321082,0,0.0,0,yearly
jc,JC009,Hamilton Park,2023,43193,21522,21671,43193,40.727579504692926,-74.04424400996139,0,0.0,0,yearly
jc,JC009,Hamilton Park,2025,44554,22212,22342,44554,40.727595966,-74.044247311,0,0.0,0,yearly
jc,JC013,Marin Light Rail,2023,34815,17442,17373,34815,40.714600643883884,-74.04280981635445,0,0.0,0,yearly
jc,JC013,Marin Light Rail,2025,34144,16899,17245,34144,40.71458403535893,-74.04281705617905,0,0.0,0,yearly
jc,JC014,Columbus Drive,2023,26993,13428,13565,26993,40.71842554788426,-74.03888787140636,0,0.0,0,yearly
jc,JC014,Columbus Drive,2025,32255,16107,16148,32255,40.71835519823214,-74.03891444206238,0,0.0,0,yearly
jc,JC018,5 Corners Library,2023,6466,3575,2891,6466,40.734949993437375,-74.05950741370285,0,0.0,0,yearly
jc,JC018,5 Corners Library,2025,6016,3105,2911,6016,40.73496102000952,-74.0595030784607,0,0.0,0,yearly
jc,JC019,Hilltop,2023,11726,6573,5153,11726,40.73115535129068,-74.05752881750544,0,0.0,0,yearly
jc,JC019,Hilltop,2025,15330,7976,7354,15330,40.7311689,-74.0575736,0,0.0,0,yearly
jc,JC020,Baldwin at Montgomery,2023,15649,7922,7727,15649,40.723631338245845,-74.06418406621681,0,0.0,0,yearly
jc,JC020,Baldwin at Montgomery,2025,18176,9163,9013,18176,40.7236589,-74.0641943,0,0.0,0,yearly
jc,JC022,Oakland Ave,2023,11753,6455,5298,11753,40.73757198736556,-74.05242754093781,0,0.0,0,yearly
jc,JC022,Oakland Ave,2025,13868,7670,6198,13868,40.7376037,-74.0524783,0,0.0,0,yearly
jc,JC023,Brunswick St,2023,18699,9570,9129,18699,40.724154550665226,-74.05065333265861,0,0.0,0,yearly
jc,JC023,Brunswick St,2025,24644,12464,12180,24644,40.7241765,-74.0506564,0,0.0,0,yearly
jc,JC024,Pershing Field,2023,13120,6646,6474,13120,40.74260678271619,-74.05180850338142,0,0.0,0,yearly
jc,JC024,Pershing Field,2025,13253,6704,6549,13253,40.742677141,-74.051788633,0,0.0,0,yearly
jc,JC027,Jersey & 6th St,2023,12835,6408,6427,12835,40.72528655821285,-74.04555732610659,0,0.0,0,yearly
jc,JC027,Jersey & 6th St,2025,14577,7286,7291,14577,40.72528910781132,-74.04557168483734,0,0.0,0,yearly
jc,JC032,Newark Ave,2023,28095,13999,14096,28095,40.72152563833942,-74.04629256451987,0,0.0,0,yearly
jc,JC032,Newark Ave,2025,27528,13721,13807,27528,40.72152515,-74.046304543,0,0.0,0,yearly
jc,JC034,Christ Hospital,2023,9798,5167,4631,9798,40.73477521031375,-74.05043531052675,0,0.0,0,yearly
jc,JC034,Christ Hospital,2025,13045,6589,6456,13045,40.734785818,-74.050443636,0,0.0,0,yearly
jc,JC035,Van Vorst Park,2023,23456,11727,11729,23456,40.71848924787283,-74.04772991159724,0,0.0,0,yearly
jc,JC035,Van Vorst Park,2025,21757,10847,10910,21757,40.71848892,-74.047726625,0,0.0,0,yearly
jc,JC038,Essex Light Rail,2023,10847,5573,5274,10847,40.71278567329518,-74.03648489865579,0,0.0,0,yearly
jc,JC038,Essex Light Rail,2025,12557,6256,6301,12557,40.7127742,-74.0364857,0,0.0,0,yearly
jc,JC051,Union St,2023,3708,1801,1907,3708,40.7181894989134,-74.0835000773645,0,0.0,0,yearly
jc,JC051,Union St,2025,3914,1957,1957,3914,40.7182113,-74.0836394,0,0.0,0,yearly
jc,JC052,Liberty Light Rail,2023,31230,15461,15769,31230,40.71126970023398,-74.0556809319839,0,0.0,0,yearly
jc,JC052,Liberty Light Rail,2025,29884,14933,14951,29884,40.7112423,-74.0557013,0,0.0,0,yearly
jc,JC053,Lincoln Park,2023,8049,3896,4153,8049,40.7246218695243,-74.07838653219399,0,0.0,0,yearly
jc,JC053,Lincoln Park,2025,12814,6410,6404,12814,40.7246050998869,-74.07840594649315,0,0.0,0,yearly
jc,JC055,McGinley Square,2023,18138,9843,8295,18138,40.725369366278905,-74.06757215172568,0,0.0,0,yearly
jc,JC055,McGinley Square,2025,20985,11161,9824,20985,40.7253399253558,-74.06762212514877,0,0.0,0,yearly
jc,JC057,Riverview Park,2023,13175,6698,6477,13175,40.74439992250125,-74.0439313115467,0,0.0,0,yearly
jc,JC057,Riverview Park,2025,13121,6651,6470,13121,40.7443187,-74.0439909,0,0.0,0,yearly
jc,JC059,Heights Elevator,2023,8194,4208,3986,8194,40.74871110467772,-74.04046127177763,0,0.0,0,yearly
jc,JC059,Heights Elevator,2025,8053,4127,3926,8053,40.74871594538023,-74.04044330120087,0,0.0,0,yearly
jc,JC063,Jackson Square,2023,3227,1585,1642,3227,40.71115569382204,-74.07887017779505,0,0.0,0,yearly
jc,JC063,Jackson Square,2025,3848,1927,1921,3848,40.71113,-74.0789,0,0.0,0,yearly
jc,JC065,Dey St,2023,5930,2968,2962,5930,40.73770639772807,-74.06691950061806,0,0.0,0,yearly
jc,JC065,Dey St,2025,7945,4049,3896,7945,40.737711,-74.066921,0,0.0,0,yearly
jc,JC066,Newport PATH,2023,46694,23290,23404,46694,40.72722348661739,-74.03376151793783,0,0.0,0,yearly
jc,JC066,Newport PATH,2025,41328,20631,20697,41328,40.7272235,-74.0337589,0,0.0,0,yearly
jc,JC072,Morris Canal,2023,20782,10447,10335,20782,40.7124066071385,-74.03847910092674,0,0.0,0,yearly
jc,JC072,Morris Canal,2025,20853,10408,10445,20853,40.7124188237569,-74.03852552175522,0,0.0,0,yearly
jc,JC074,Jersey & 3rd,2023,17635,8851,8784,17635,40.72333458130809,-74.04590635355599,0,0.0,0,yearly
jc,JC074,Jersey & 3rd,2025,17896,8919,8977,17896,40.72333158646436,-74.04595255851744,0,0.0,0,yearly
jc,JC075,Monmouth & 6th,2025,13740,6831,6909,13740,40.72568548362901,-74.04879033565521,0,0.0,0,yearly
jc,JC075,Monmouth and 6th,2023,13507,6735,6772,13507,40.72566760512668,-74.04879495639803,0,0.0,0,yearly
jc,JC075,Monmouth and 6th,2025,376,187,189,376,40.72568548362901,-74.04879033565521,0,0.0,0,yearly
jc,JC076,Dixon Mills,2023,13993,7000,6993,13993,40.72164067333765,-74.04997860218775,0,0.0,0,yearly
jc,JC076,Dixon Mills,2025,14294,7122,7172,14294,40.721630142638354,-74.04996782541275,0,0.0,0,yearly
jc,JC077,Astor Place,2023,7904,3985,3919,7904,40.719285796537584,-74.07122839959447,0,0.0,0,yearly
jc,JC077,Astor Place,2025,8343,4158,4185,8343,40.71928220070702,-74.07126188278198,0,0.0,0,yearly
jc,JC078,Lafayette Park,2023,16108,8008,8100,16108,40.71349644523209,-74.0628117298218,0,0.0,0,yearly
jc,JC078,Lafayette Park,2025,13981,7016,6965,13981,40.71346382669195,-74.06285852193832,0,0.0,0,yearly
jc,JC080,Leonard Gordon Park,2023,9575,5019,4556,9575,40.74586778720431,-74.05723520400834,0,0.0,0,yearly
jc,JC080,Leonard Gordon Park,2025,6862,3651,3211,6862,40.74590996631558,-74.0572714805603,0,0.0,0,yearly
jc,JC081,Brunswick & 6th,2023,18807,9397,9410,18807,40.7260287094343,-74.05038403689878,0,0.0,0,yearly
jc,JC081,Brunswick & 6th,2025,19070,9495,9575,19070,40.72601172964625,-74.05038893222809,0,0.0,0,yearly
jc,JC082,Manila & 1st,2023,25674,12704,12970,25674,40.721667277702906,-74.04288345937913,0,0.0,0,yearly
